"","Drug","r","p.value"
"703","DOLASTATIN-10 (BRD:BRD-K78567475-001-01-4)",-0.307811007766094,2.29666425384478e-09
"704","LONIDAMINE (BRD:BRD-K78513633-001-15-7)",-0.208495075550993,6.19690254856345e-05
"705","SCS (BRD:BRD-K78496197-001-03-9)",0.210680538863786,5.16787262554339e-05
"706","OLMESARTAN-MEDOXOMIL (BRD:BRD-K78485176-001-07-8)",0.220155815439894,2.30197663241218e-05
"707","C59 (BRD:BRD-K78455053-001-01-2)",0.251125923257071,1.27844699717182e-06
"708","CRIZOTINIB (BRD:BRD-K78431006-001-10-2)",-0.136009308454851,0.00932215578814983
"709","HEMATOXYLIN (BRD:BRD-K78342372-001-02-4)",0.0786075815045049,0.133835929781726
"710","PF-4981517 (BRD:BRD-K78318619-001-02-7)",0.140921665354632,0.00704683512929542
"711","GLYCITEIN (BRD:BRD-K78303961-001-02-3)",0.278471606991706,7.19079911569847e-08
"712","MEPIROXOL (BRD:BRD-K78299798-001-02-2)",-0.0842025255229836,0.108245965624531
"713","OSTHOL (BRD:BRD-K78294846-001-12-4)",-0.0787043183629755,0.13335695868859
"714","A-674563 (BRD:BRD-K78177893-001-02-4)",0.0076209889369557,0.884576105926184
"715","MENADIONE (BRD:BRD-K78126613-001-28-5)",0.068857394570397,0.189237870753162
"716","NNC-55-0396 (BRD:BRD-K78122587-300-02-7)",0.0427465864474623,0.415326903553095
"717","LY2157299 (BRD:BRD-K78118466-001-03-3)",0.151422550052687,0.00376586083267957
"718","ENOXACIN (BRD:BRD-K78113049-001-16-2)",-0.101751134560477,0.0521285069338231
"719","OXIPEROMIDE (BRD:BRD-K78096648-001-05-7)",0.145110223259785,0.00551411143986659
"720","GW-788388 (BRD:BRD-K78086729-001-02-7)",-0.0813016536573689,0.120985063092113
"721","4-PPBP (BRD:BRD-K78061844-050-01-9)",0.387348447644877,1.75843453713274e-14
"722","LY2090314 (BRD:BRD-K78055238-001-01-8)",-0.0884725200691965,0.0914470907751296
"723","FUROSEMIDE (BRD:BRD-K78010432-001-21-5)",0.173657467616596,0.000877138460064914
"724","MEBENDAZOLE (BRD:BRD-K77987382-001-13-2)",-0.153066089535885,0.00340200907484614
"725","UPF-1069 (BRD:BRD-K77950083-001-03-3)",-0.0392914518672435,0.454052695762868
"726","FLUSPIRILENE (BRD:BRD-K77947974-001-16-3)",0.0894359402106988,0.0879618200148651
"727","NVP-BVU972 (BRD:BRD-K77943374-001-02-8)",0.163166700804249,0.00178364055371952
"728","QUIPAZINE (BRD:BRD-K77925998-050-14-3)",0.169285553880209,0.00118479117406089
"729","ENTINOSTAT (BRD:BRD-K77908580-001-09-6)",-0.0679838015117602,0.194923279554494
"730","U-104 (BRD:BRD-K77867004-001-02-7)",-0.206467303188615,7.32205661669979e-05
"731","BREFELDIN-A (BRD:BRD-K77841042-001-14-1)",-0.167669900277131,0.00132168537819329
"732","AZATADINE (BRD:BRD-K77821588-364-01-2)",0.380619066538671,6.21827247774354e-14
"733","HYDROXYFASUDIL (BRD:BRD-K77793136-003-03-0)",-0.22116661689983,2.10735522665342e-05
"734","3-DEAZANEPLANOCIN-A (BRD:BRD-K77791657-003-01-7)",0.0853897730385491,0.103347727847051
"735","3-DEAZANEPLANOCIN-A (BRD:BRD-K77791657-001-01-1)",0.0614108774674685,0.24174144790139
"736","MOXONIDINE (BRD:BRD-K77771411-003-10-7)",0.189349321237936,0.00028130575727642
"737","TIABENDAZOLE (BRD:BRD-K77695569-001-30-0)",-0.157697119857461,0.00254178154026572
"738","DEQUALINIUM (BRD:BRD-K77685957-300-09-1)",0.345627222541662,1.50225717103965e-11
"739","SB-200646 (BRD:BRD-K77677632-003-02-6)",0.130006194120275,0.0129739098091252
"740","NAPHAZOLINE (BRD:BRD-K77641333-003-27-1)",-0.147145645730869,0.00488363796856523
"741","CUDC-907 (BRD:BRD-K77638923-001-02-0)",-0.154087008881529,0.00319236993613529
"742","AEG3482 (BRD:BRD-K77634909-001-03-5)",-0.0502910742973622,0.337837371449884
"743","A205804 (BRD:BRD-K77627880-001-04-0)",-0.0634487677155541,0.226451209754559
"744","VANDETANIB (BRD:BRD-K77625799-001-07-7)",0.051725593068508,0.324224592646482
"745","DETOMIDINE (BRD:BRD-K77597856-003-02-5)",-0.188952996251447,0.000289829618321536
"746","TOPIROXOSTAT (BRD:BRD-K77561571-001-01-1)",0.208041744915762,6.43328994549761e-05
"747","TRIAMCINOLONE (BRD:BRD-K77554836-001-14-0)",0.052547362810107,0.316589169771126
"748","TRIAMCINOLONE (BRD:BRD-K77554836-001-11-6)",0.0476142765835108,0.364201986827176
"749","TIQUIZIUM (BRD:BRD-K77552740-004-01-0)",-0.195626112042011,0.000173955859732231
"750","ADEFOVIR (BRD:BRD-K77484724-001-02-0)",-0.193686932873998,0.000202123245824998
"751","NVP-DPP728 (BRD:BRD-K77396579-300-01-0)",-0.232234843530599,7.80257919368319e-06
"752","GALLIC-ACID (BRD:BRD-K77345217-001-05-0)",0.167508014105813,0.00133617509512976
"753","CHOLINE (BRD:BRD-K77300776-001-02-5)",-0.0398587937999571,0.447557955330917
"754","LACTULOSE (BRD:BRD-K77258318-001-04-6)",0.0497733346823848,0.342839036204045
"755","SODIUM-PICOSULFATE (BRD:BRD-K77251551-304-02-9)",0.12563773527169,0.0163733772590117
"756","GAMMA-AMINOBUTYRIC-ACID (BRD:BRD-K77245796-003-01-6)",-0.0284596382732471,0.58767683808435
"757","PROXYFAN (BRD:BRD-K77171813-034-01-8)",-0.0788686723112953,0.132546229910492
"758","PHTHALYLSULFACETAMIDE (BRD:BRD-K77115421-001-02-6)",-0.138584927311628,0.00805855521478487
"759","AZD1283 (BRD:BRD-K77060810-001-01-5)",-0.112974831142359,0.0309831874237946
"760","AY-9944 (BRD:BRD-K77012840-300-01-6)",0.0571978885699973,0.275611293931258
"761","WYE-354 (BRD:BRD-K77008974-001-03-2)",0.13378633493163,0.0105513427827149
"762","TRYPTANTHRIN (BRD:BRD-K76973696-001-12-6)",0.0446889737255783,0.394438400102884
"763","INDORAMIN (BRD:BRD-K76953762-001-08-5)",-0.00246160755929451,0.962602001544181
"764","CP-724714 (BRD:BRD-K76908866-001-07-6)",0.113628792047835,0.0300191296242723
"765","TRIAZOLAM (BRD:BRD-K76890464-001-02-3)",0.190673283599401,0.000254498408480756
"766","SULFANITRAN (BRD:BRD-K76845197-001-05-4)",-0.291221870426901,1.68634799164103e-08
"767","TAZAROTENE (BRD:BRD-K76841105-001-04-7)",0.211123751613309,4.97990192456896e-05
"768","RS-17053 (BRD:BRD-K76840893-003-02-5)",0.327267948759078,1.88717713380241e-10
"769","METAMIZOLE (BRD:BRD-K76812510-236-14-8)",0.0382391917536764,0.466237721286218
"770","L-ARGININE (BRD:BRD-K76811153-003-01-3)",0.0104258642772005,0.842573330420525
"771","NICERGOLINE (BRD:BRD-K76810206-001-08-1)",0.0196331402709126,0.708393403269047
"772","NICERGOLINE (BRD:BRD-K76810206-001-07-3)",0.160824040096441,0.00207858505725574
"773","SB-415286 (BRD:BRD-K76805682-001-15-9)",-0.180389316499804,0.000544560261649183
"774","NIMESULIDE (BRD:BRD-K76775527-001-30-2)",0.308879061652473,2.01146332282697e-09
"775","SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-04-1)",-0.305586553576673,3.02209499827246e-09
"776","SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-03-3)",-0.151143444473784,0.00383104011886005
"777","AJ76-(+) (BRD:BRD-K76677554-003-02-1)",-0.0522554247907942,0.319288114039559
"778","HOMOHARRINGTONINE (BRD:BRD-K76674262-001-03-3)",0.0934729766079418,0.0745019594410316
"779","FASUDIL (BRD:BRD-K76617868-003-11-9)",0.274415568711549,1.12403432713075e-07
"780","IMIDACLOPRID (BRD:BRD-K76609936-001-08-4)",0.0448979944376306,0.392228977898725
"781","MEBICAR (BRD:BRD-K76606751-001-01-7)",0.161696399266577,0.00196390238022621
"782","NICOTINYL-ALCOHOL-TARTRATE (BRD:BRD-K76600340-045-04-9)",-0.206202263938621,7.48260881820128e-05
"783","3-CARBOXY-4-HYDROXYPHENYLGLYCINE-(R) (BRD:BRD-K76592088-001-02-1)",-0.22403244633202,1.63690907524966e-05
"784","PHTPP (BRD:BRD-K76568384-001-02-2)",-0.369771952727264,3.89664300641754e-13
"785","ENROFLOXACIN (BRD:BRD-K76534306-001-22-7)",-0.300615957139649,5.5358110587837e-09
"786","PIPERONYL-BUTOXIDE (BRD:BRD-K76452401-001-03-6)",-0.223692139883472,1.68704189992831e-05
"787","CCT128930 (BRD:BRD-K76406695-001-02-9)",0.0829471673621685,0.113622546793361
"788","NITROMIDE (BRD:BRD-K76381435-001-08-6)",-0.29832610685968,7.28895193594925e-09
"789","PHENAZOPYRIDINE (BRD:BRD-K76304753-003-21-1)",-0.209569545657576,5.66894350703404e-05
"790","PHENAZOPYRIDINE (BRD:BRD-K76304753-003-20-3)",-0.0813845709646294,0.120605374851356
"791","BMS-690514 (BRD:BRD-K76239644-001-01-8)",-0.0853268447250033,0.103602865807995
"792","RESIQUIMOD (BRD:BRD-K76210423-001-01-6)",-0.0515696295619943,0.325687104390954
"793","LOSARTAN (BRD:BRD-K76205745-237-16-5)",-0.0321805524365596,0.539795609081437
"794","JIB04 (BRD:BRD-K76180386-001-01-6)",0.204768732278276,8.41008700900643e-05
"795","TYRPHOSTIN-AG-1296 (BRD:BRD-K76064317-001-07-3)",0.206720250331299,7.17186288040622e-05
"796","GUANIDINE (BRD:BRD-K76037122-001-02-5)",-0.0764941772801642,0.144634246462455
"797","(R)-(-)-APOMORPHINE (BRD:BRD-K76022557-003-02-7)",0.0561350170153224,0.284642881727117
"798","OSELTAMIVIR-PHOSPHATE (BRD:BRD-K76011241-001-01-8)",-0.177950165711226,0.000648477971367245
"799","PITAVASTATIN (BRD:BRD-K75958547-238-01-0)",0.0720983261068597,0.169209451724553
"800","PIZOTIFEN (BRD:BRD-K75958195-037-09-4)",0.134006213862491,0.0104236625102734
"801","VCH-916 (BRD:BRD-K75956464-237-01-5)",0.172731064130121,0.000935385041590087
"802","SCOPINE (BRD:BRD-K75923785-003-02-1)",-0.397689913948616,1.45867079960275e-15
"803","SU014813 (BRD:BRD-K75911534-001-01-6)",-0.0435535495270505,0.406570805805014
"804","IOPAMIDOL (BRD:BRD-K75868704-001-05-3)",-0.0439866443908663,0.40191706921728
"805","IODOQUINOL (BRD:BRD-K75855670-001-14-2)",-0.399728297752102,6.78902154409752e-16
"806","MCPP (BRD:BRD-K75844781-003-08-0)",-0.245866596910837,2.1462204490342e-06
"807","RIZATRIPTAN (BRD:BRD-K75699339-057-08-1)",0.222322770425173,1.90390336854866e-05
"808","TIOGUANINE (BRD:BRD-K75649340-001-13-1)",0.0458789357958457,0.381960410904618
"809","METOCLOPRAMIDE (BRD:BRD-K75641298-003-25-0)",0.163519346137806,0.00174272269749645
"810","TALIPEXOLE (BRD:BRD-K75615183-300-03-9)",-0.00663116358153412,0.899482533040088
"811","HYDROXYTOLUIC-ACID (BRD:BRD-K75608666-001-08-3)",-0.211286131340028,4.91266650132051e-05
"812","ALENDRONATE (BRD:BRD-K75527158-360-04-9)",-0.335380518874792,6.30535952171012e-11
"813","(R)-(-)-ROLIPRAM (BRD:BRD-K75516118-001-03-3)",0.125806531218613,0.0162287820439566
"814","NPS-2143 (BRD:BRD-K75506300-001-01-6)",-0.0973816886010913,0.0631173336436203
"815","GS-39783 (BRD:BRD-K75478907-001-02-3)",-0.116263143997256,0.0263915380672556
"816","BENZOCAINE (BRD:BRD-K75466013-001-14-4)",-0.155040311137324,0.00300728358894285
"817","PROTIONAMIDE (BRD:BRD-K75360161-001-18-0)",-0.210903379127049,5.07254159154302e-05
"818","KPT-276 (BRD:BRD-K75352575-001-01-3)",-0.1124830031859,0.0317255749162542
"819","SAR-245409 (BRD:BRD-K75308783-001-07-0)",-0.063875199581465,0.223340695386119
"820","ALISERTIB (BRD:BRD-K75295174-001-05-0)",-0.421255950427296,0
"821","BL-5583 (BRD:BRD-K75282704-001-02-4)",-0.0116873918805201,0.823819319263081
"822","TIRACIZINE (BRD:BRD-K75250001-001-01-3)",0.243105401223524,2.80442301562337e-06
"823","PROCAINAMIDE (BRD:BRD-K75089421-003-24-5)",-0.276438652297624,9.00315097395852e-08
"824","TRANS-4-[8-(3-FLUOROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]CYCLOHEXANECARBOXYLIC-ACID (BRD:BRD-K75080769-001-01-6)",-0.24475955214783,2.39007215125202e-06
"825","CARBACHOL (BRD:BRD-K75037734-003-13-9)",-0.0995760359110909,0.0573810864290413
"826","LESINURAD (BRD:BRD-K75024268-001-01-0)",0.0484473980993182,0.355862204851748
"827","SCH-900776 (BRD:BRD-K75009076-001-02-1)",0.00163737004069364,0.9751198005553
"828","BW-373U86 (BRD:BRD-K74990253-001-02-8)",0.194799653524109,0.000185477981702543
"829","BRINZOLAMIDE (BRD:BRD-K74913225-001-12-4)",0.0956300604852143,0.0680283243725339
"830","TOMELUKAST (BRD:BRD-K74765201-001-16-7)",0.122180132914469,0.0195937652631021
"831","BOSENTAN (BRD:BRD-K74763371-002-04-0)",-0.111711329317438,0.0329210040798555
"832","ETRAVIRINE (BRD:BRD-K74717603-001-02-2)",0.372439619666208,2.52088667833679e-13
"833","SELENOMETHIONINE (BRD:BRD-K74664543-213-01-2)",0.0136166999405266,0.79533442356475
"834","ICI-118,551 (BRD:BRD-K74603273-003-01-1)",-0.112775928316014,0.0312816108072128
"835","PAZOPANIB (BRD:BRD-K74514084-001-03-9)",0.107205662067553,0.0406948503126209
"836","AZITHROMYCIN (BRD:BRD-K74501079-001-18-1)",0.0642428983547331,0.220683161094833
"837","NSI-189 (BRD:BRD-K74371986-001-01-7)",0.421270757089306,0
"838","ACLIDINIUM (BRD:BRD-K74363950-004-01-0)",-0.142792487099696,0.00632046003370992
"839","TAMSULOSIN (BRD:BRD-K74339692-001-01-9)",-0.214987303287326,3.59380964584044e-05
"840","IKK-2-INHIBITOR-V (BRD:BRD-K74305673-001-06-2)",-0.144163584001895,0.00583154881018575
"841","ACITAZANOLAST (BRD:BRD-K74236708-001-01-9)",-0.00654257038716953,0.90081852053478
"842","SE-METHYLSELENOCYSTEINE (BRD:BRD-K74227499-001-01-1)",-0.409041688156891,0
"843","IRSOGLADINE (BRD:BRD-K74195153-050-12-1)",0.0305483647275698,0.560557714445179
"844","PHENYLMERCURIC-ACETATE (BRD:BRD-K74193284-001-04-8)",-0.0499598986237208,0.341031309298396
"845","RESORCINOL (BRD:BRD-K74190368-001-04-3)",-0.36300481463293,1.1366463210436e-12
"846","CYTISINE (BRD:BRD-K74186897-001-13-2)",0.145272109431103,0.00546141003972497
"847","CYTISINE (BRD:BRD-K74186897-001-12-4)",-0.0189895440288434,0.71753716407997
"848","NAFTIFINE (BRD:BRD-K74141488-003-11-2)",0.0521246326096989,0.320502131920385
"849","NELFINAVIR (BRD:BRD-K74117820-066-10-8)",-0.199848231714389,0.000124850941423785
"850","DORAMAPIMOD (BRD:BRD-K74065929-001-07-2)",0.146086969397097,0.00520295569755508
"851","INDIBULIN (BRD:BRD-K74057757-001-01-9)",-0.358865118712413,2.14401209337129e-12
"852","TELMISARTAN (BRD:BRD-K73999723-001-11-3)",-0.0209960935090062,0.689168653524757
"853","BI-78D3 (BRD:BRD-K73982490-001-02-9)",-0.108233244411102,0.0387972716546622
"854","DIFLOXACIN (BRD:BRD-K73923631-003-02-9)",-0.285688127278067,3.1918940810427e-08
"855","CINACALCET (BRD:BRD-K73838513-003-05-5)",0.0375992971771099,0.473735207624524
"856","HC-030031 (BRD:BRD-K73815512-001-02-5)",0.107890470185552,0.0394217484420726
"857","ZM-336372 (BRD:BRD-K73789395-001-10-7)",0.096139903213786,0.0665675996433182
"858","GENIPOSIDIC-ACID (BRD:BRD-K73771095-001-03-3)",0.178652495045938,0.000616812453758126
"859","GENIPOSIDIC-ACID (BRD:BRD-K73771095-001-02-5)",-0.324365102671862,2.77140795918963e-10
"860","N-ACETYLTRYPTAMINE (BRD:BRD-K73700643-001-11-2)",-0.311929480804397,1.37339729822505e-09
"861","BROMOPRIDE (BRD:BRD-K73642618-001-13-3)",-0.317199171814038,7.03254884674857e-10
"862","NIZATIDINE (BRD:BRD-K73589491-001-11-2)",0.131763251345555,0.0117927443013294
"863","CORTICOSTERONE (BRD:BRD-K73589401-001-23-6)",0.36510341219526,8.19401193984093e-13
"864","ETOFENAMATE (BRD:BRD-K73541271-001-03-6)",0.161382744809648,0.0020044522819652
"865","TROXERUTIN (BRD:BRD-K73529671-001-04-5)",0.134391680630172,0.010203131884208
"866","TROXERUTIN (BRD:BRD-K73529671-001-02-9)",0.181627646999307,0.000497934130406226
"867","ST-1859 (BRD:BRD-K73524797-001-01-1)",0.211150897160329,4.96860176453627e-05
"868","DIBUTYL-PHTHALATE (BRD:BRD-K73477617-001-08-5)",-0.0949183535978955,0.0701112401126547
"869","NEDAPLATIN (BRD:BRD-K73469236-001-01-8)",0.0543661144604329,0.300111959713816
"870","CINACIGUAT (BRD:BRD-K73440166-001-01-3)",-0.326486157004908,2.09380099755356e-10
"871","BEKANAMYCIN (BRD:BRD-K73425385-065-04-8)",-0.0808505440214401,0.1230671046137
"872","PURMORPHAMINE (BRD:BRD-K73397362-001-06-6)",0.0923592688470299,0.0780357743616663
"873","OXOLINIC-ACID (BRD:BRD-K73394555-237-01-1)",-0.215498133126698,3.44061598982473e-05
"874","DIMETHISOQUIN (BRD:BRD-K73391359-003-10-2)",-0.000956263588197116,0.985468596300227
"875","C646 (BRD:BRD-K73383190-001-03-1)",-0.0696717609809907,0.184048534765977
"876","C646 (BRD:BRD-K73383190-001-02-3)",0.132552693208431,0.0112937420444718
"877","PHENYLEPHRINE (BRD:BRD-K73381542-003-23-4)",-0.151929184671156,0.00365010849634237
"878","5-FLUORO-3-PYRIDYL-METHANOL (BRD:BRD-K73381198-001-01-1)",-0.182883992270922,0.000454443329423373
"879","BIX-02189 (BRD:BRD-K73368362-001-07-5)",0.00611095618955489,0.907331210991167
"880","LEVOBUNOLOL-(+) (BRD:BRD-K73323637-003-10-9)",0.0667109221342323,0.203429337927932
"881","PF-04217903 (BRD:BRD-K73319509-001-08-0)",-0.530492839745029,0
"882","OSI-420 (BRD:BRD-K73309154-003-02-8)",-0.0290753486351959,0.579620056118506
"883","4-METHYLGENISTEIN (BRD:BRD-K73303757-001-21-6)",-0.248538952626085,1.65182337218529e-06
"884","WZ-3146 (BRD:BRD-K73293050-001-03-1)",-0.269115770822485,1.99392149610755e-07
"885","ICI-199441 (BRD:BRD-K73290745-003-02-6)",-0.156870908117259,0.00267897525954017
"886","CLORGILINE (BRD:BRD-K73251053-003-22-2)",0.112150346846058,0.0322362772287522
"887","TACALCITOL (BRD:BRD-K73237276-001-01-0)",-0.0150714544830871,0.774032219357943
"888","LITHIUM-ACETOACETATE (BRD:BRD-K73234506-235-02-1)",0.182188572711815,0.000478059367627722
"889","SNX-5422 (BRD:BRD-K73197500-001-02-2)",-0.114283740064113,0.0290794919736228
"890","URAPIDIL (BRD:BRD-K73196317-003-14-8)",0.0682870913052813,0.192935461413804
"891","ALIZARIN (BRD:BRD-K73191876-001-11-2)",0.0465022962665002,0.375521271378009
"892","PHENYL-AMINOSALICYLATE (BRD:BRD-K73157543-001-04-1)",0.0575132704708272,0.272969299324071
"893","DIAZOXIDE (BRD:BRD-K73109821-001-20-1)",0.087230487904191,0.096102586117618
"894","LEVAMISOLE (BRD:BRD-K73107279-003-12-5)",-0.0170807185179518,0.744890075371916
"895","ZLN005 (BRD:BRD-K73073971-001-01-7)",-0.206839197182786,7.10224377397551e-05
"896","VALRUBICIN (BRD:BRD-K72951360-001-01-4)",-0.278993295049886,6.78583843764503e-08
"897","SCLAREOLIDE (BRD:BRD-K72925150-001-11-1)",-0.379083615688152,8.15950070618398e-14
"898","CINCHOPHEN (BRD:BRD-K72915123-001-18-1)",-0.295271245709153,1.04831733900893e-08
"899","TELAPREVIR (BRD:BRD-K72912098-001-02-3)",-0.0985321662393299,0.0600535728299307
"900","NNC-63-0532 (BRD:BRD-K72904818-001-01-1)",-0.228305648988335,1.11641516805382e-05
"901","CEP-37440 (BRD:BRD-K72827473-001-01-0)",0.0830641399920538,0.113112871025713
"902","XANOMELINE (BRD:BRD-K72815923-034-01-2)",-0.182338860331225,0.000472861061890919
"903","DIMETRIDAZOLE (BRD:BRD-K72728560-001-01-4)",-0.19784661778823,0.000146233728812241
"904","ARCYRIAFLAVIN-A (BRD:BRD-K72726508-001-02-1)",0.18319641283935,0.000444191015483131
"905","BENZETHONIUM (BRD:BRD-K72723676-003-17-8)",-0.348347206353045,1.01628297364584e-11
"906","ZM-447439 (BRD:BRD-K72703948-001-10-1)",0.0115287138193044,0.82617297176072
"907","VU0364439 (BRD:BRD-K72687424-001-02-6)",-0.493302946772518,0
"908","CLODRONIC-ACID (BRD:BRD-K72542090-304-02-4)",-0.0734886716696732,0.161120439832963
"909","C-1 (BRD:BRD-K72462751-001-02-7)",-0.0925270776831522,0.0774947692660402
"910","WZ-4002 (BRD:BRD-K72420232-001-12-3)",-0.107052906671142,0.0409835227083649
"911","AZD5438 (BRD:BRD-K72414522-001-06-7)",-0.0515252095759619,0.326104423771964
"912","SULBENTINE (BRD:BRD-K72384124-001-08-0)",-0.207745611675547,6.59227390792601e-05
"913","AZD4282 (BRD:BRD-K72369578-001-04-1)",-0.359747102212856,1.87503629662262e-12
"914","CEFOSELIS (BRD:BRD-K72339976-065-04-7)",-0.263236292115699,3.71419510559176e-07
"915","CEFOSELIS (BRD:BRD-K72339976-065-03-9)",0.222444925386762,1.88353162481595e-05
"916","CEFOSELIS (BRD:BRD-K72339976-065-02-1)",0.038887476772049,0.458709374530668
"917","BAICALEIN (BRD:BRD-K72327355-001-14-7)",-0.320193325650321,4.78003453989934e-10
"918","TAME (BRD:BRD-K72231366-001-02-3)",-0.267539354873736,2.35917284506784e-07
"919","QUINAPRIL (BRD:BRD-K72222507-003-16-8)",0.332953213415823,8.78392974479108e-11
"920","ACEXAMIC-ACID (BRD:BRD-K72215350-001-06-5)",0.240627012780617,3.5561070345584e-06
"921","CEFDITOREN-PIVOXIL (BRD:BRD-K72167406-001-03-9)",-0.167527262766427,0.0013344446122485
"922","CEFDITOREN-PIVOXIL (BRD:BRD-K72167406-001-02-1)",-0.100674443454592,0.0546761912306848
"923","DIHYDROERGOTAMINE (BRD:BRD-K72166146-066-05-4)",0.209471821688305,5.7151471240554e-05
"924","SYM-2081 (BRD:BRD-K72106461-001-02-1)",0.111080318738078,0.0339268964419908
"925","PROCYANIDIN-B-2 (BRD:BRD-K72093555-001-01-0)",-0.102251599736441,0.0509784333032396
"926","VIDARABINE (BRD:BRD-K72093121-001-16-3)",-0.157553495235956,0.00256516085287329
"927","PROBUCOL (BRD:BRD-K72029282-001-22-0)",-0.190326067375248,0.000261287801539583
"928","VT-464 (BRD:BRD-K72005722-001-01-2)",-0.223256083687254,1.75341418416286e-05
"929","CFTRINH-172 (BRD:BRD-K72004355-001-01-9)",0.0161219871527529,0.75875289263408
"930","MARBOFLOXACIN (BRD:BRD-K71926323-001-14-6)",-0.125703131362238,0.0163172238404659
"931","MARBOFLOXACIN (BRD:BRD-K71926323-001-13-8)",0.120101524345854,0.0217843552113828
"932","ARA-C (BRD:BRD-K71847383-001-12-5)",-0.050641992187018,0.334474008817815
"933","EPOTHILONE-A (BRD:BRD-K71823332-001-03-7)",-0.144138412676477,0.00584020924179743
"934","D-SERINE (BRD:BRD-K71822263-001-03-2)",-0.195546896400254,0.000175030465281028
"935","CARBAMAZEPINE (BRD:BRD-K71799949-001-36-4)",-0.247940023147748,1.75209706820361e-06
"936","PNU-120596 (BRD:BRD-K71731651-001-04-3)",0.24916379376294,1.55308101938578e-06
"937","I-BZA2 (BRD:BRD-K71698503-003-01-6)",0.331059441344642,1.13528887862556e-10
"938","EVP-6124 (BRD:BRD-K71603915-003-01-8)",0.11380030254946,0.0297705874990687
"939","GW-9508 (BRD:BRD-K71534238-001-10-0)",-0.00879096201350861,0.867009500042552
"940","SNS-314 (BRD:BRD-K71512533-066-02-8)",-0.244921931874548,2.35271457575611e-06
"941","DICLOFENAMIDE (BRD:BRD-K71499074-001-12-9)",-0.18652889890258,0.000347441088574139
"942","GDC-0068 (BRD:BRD-K71480163-001-01-4)",0.0865256907924772,0.0988273064816516
"943","KPT-185 (BRD:BRD-K71467466-001-02-3)",-0.0831919708407469,0.112557939013485
"944","CLOBENPROPIT (BRD:BRD-K71430621-303-02-3)",0.0292786934601442,0.576970612179218
"945","BUTALBITAL (BRD:BRD-K71350836-001-02-4)",0.0477445752092058,0.362889686201976
"946","ZAFIRLUKAST (BRD:BRD-K71289571-001-11-4)",-0.242948450606209,2.84712489988762e-06
"947","SNX-2112 (BRD:BRD-K71281111-001-04-3)",0.0909627538417118,0.0826579011872404
"948","PSB-06126 (BRD:BRD-K71266197-236-02-7)",0.179934751976072,0.000562670103663658
"949","BIRINAPANT (BRD:BRD-K71221037-001-01-6)",0.171326158682997,0.00103056229252048
"950","KD-023 (BRD:BRD-K71164191-001-01-0)",-0.233088447595521,7.21248875923195e-06
"951","SULPHADIMETHOXINE (BRD:BRD-K71125014-001-27-1)",0.0468796193700752,0.371656301471679
"952","FLUDARABINE-PHOSPHATE (BRD:BRD-K71106091-001-06-1)",-0.361926642860845,1.34274362200744e-12
"953","DULOXETINE (BRD:BRD-K71103788-003-12-0)",-0.0187820039829921,0.720494444681782
"954","DORZOLAMIDE (BRD:BRD-K71075609-003-01-0)",-0.00806444846417898,0.877910626481086
"955","CEFIXIME (BRD:BRD-K71059170-001-11-6)",-0.164191568593096,0.00166709804755132
"956","LULICONAZOLE (BRD:BRD-K71058253-001-01-9)",0.177402319216826,0.000674217548006124
"957","ETAMSYLATE (BRD:BRD-K71055333-224-05-8)",0.151636506318743,0.00371657788341808
"958","MASITINIB (BRD:BRD-K71035033-001-07-1)",0.259331035010352,5.56990723755596e-07
"959","AMTOLMETIN-GUACIL (BRD:BRD-K70924353-001-01-2)",-0.489271092706979,0
"960","BIBX-1382 (BRD:BRD-K70914287-300-02-8)",0.0823457701068301,0.116271489042918
"961","CO-102862 (BRD:BRD-K70912147-001-01-8)",-0.00736113201866627,0.888485739645308
"962","NALOXONE-BENZOYLHYDRAZONE (BRD:BRD-K70898774-001-03-5)",-0.131698595588108,0.011834463683001
"963","4-METHYLHISTAMINE (BRD:BRD-K70821460-300-02-4)",0.0588715349326174,0.2617886282782
"964","10-DEBC (BRD:BRD-K70792160-003-04-6)",0.0146080059621492,0.780801016402139
"965","TRAZODONE (BRD:BRD-K70778732-003-26-7)",0.0466668969925202,0.373832211026632
"966","VX-222 (BRD:BRD-K70610771-001-02-9)",-0.50353953255368,0
"967","PHENYLACETYLGLUTAMINE (BRD:BRD-K70592483-001-01-0)",-0.160574054286158,0.0021125597113034
"968","1-EBIO (BRD:BRD-K70586315-001-02-4)",0.247349730888918,1.85661383538853e-06
"969","ZOSUQUIDAR (BRD:BRD-K70557564-305-03-6)",-0.1968454406586,0.000158175911083949
"970","HMN-214 (BRD:BRD-K70511574-001-06-9)",-0.187381269079001,0.000326064657790726
"971","DOXOFYLLINE (BRD:BRD-K70507123-001-09-7)",-0.134656473102465,0.0100540493977242
"972","RANITIDINE (BRD:BRD-K70505054-003-12-4)",-0.231991767495922,7.9788576705825e-06
"973","RIMCAZOLE (BRD:BRD-K70490179-300-01-2)",0.160853653420462,0.00207459368978665
"974","FLUPENTIXOL (BRD:BRD-K70487031-001-02-8)",-0.199230793908539,0.000131111433909552
