"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg15906260",-0.433530618962243,0.456772740093807,-14.2492394396167,3.55212024305597e-28,2.08030030854085e-25,53.4099833704479,0.292098318937606,0.725628937899849,0.433530618962243,"3",186505240,"F","II","SNORA4","TSS200","shelf","TSS200-shelf","chr3:186500738-186502048",NA,NA,"","",""
"cg20070090",-0.449498538378703,0.517979141749074,-14.2111389099691,4.38593735588275e-28,2.52317409552562e-25,53.1998002548488,0.34723938686104,0.796737925239742,0.449498538378702,"1",153363489,"F","II","S100A8","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg07303143",-0.445363741202466,0.333277786617352,-14.1936403051009,4.83214194536109e-28,2.7568004727033e-25,53.1032245723594,0.164108613602462,0.609472354804928,0.445363741202466,"3",44803452,"R","II","KIAA1143","TSS1500","island","TSS1500-island","chr3:44802852-44803618",NA,NA,"","",""
"cg12141030",-0.408848268808375,0.304071004782729,-14.186231509694,5.03452574548174e-28,2.85645971667408e-25,53.0623267625571,0.148772049964044,0.557620318772418,0.408848268808375,"3",44803447,"R","II","KIAA1143","TSS1500","island","TSS1500-island","chr3:44802852-44803618",NA,NA,"","",""
"cg00817367",0.487561742951165,0.445501510873058,14.1840540979741,5.09560631733267e-28,2.88714394145563e-25,53.0503061433553,0.630699382226601,0.143137639275436,-0.487561742951165,"12",52401214,"F","I","GRASP","Body","island","Body-island","chr12:52400467-52401696",TRUE,NA,"","",""
"cg06537894",0.431080737110876,0.392004789232766,14.1753521318903,5.34722504755509e-28,3.021409225809e-25,53.002261827204,0.555748635112091,0.124667898001215,-0.431080737110876,"19",12978706,"F","I","MAST1","Body","island","Body-island","chr19:12978359-12978785",TRUE,NA,"","",""
"cg08162372",0.53336979762899,0.407107088183254,14.1676858350479,5.57920375028224e-28,3.13530727809287e-25,52.9599299162927,0.60970491829039,0.0763351206614003,-0.53336979762899,"14",54422925,"F","I","BMP4","5'UTR","island","5'UTR-island","chr14:54420184-54422958",TRUE,NA,"","",""
"cg04505023",-0.43046363176809,0.535755743511929,-14.1615139632974,5.77327620529772e-28,3.23555263918126e-25,52.9258461358281,0.372246301987616,0.802709933755706,0.430463631768089,"1",152956186,"F","II","SPRR1A","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg25201255",-0.416666696197694,0.495152096728023,-14.1572974685542,5.90974149646084e-28,3.30305702195347e-25,52.9025588495538,0.336883351660682,0.753550047858376,0.416666696197694,"12",5576120,"R","II","NTF3","Body","opensea","Body-opensea","",NA,TRUE,"","rs11063694",""
"cg06445348",0.432343473828118,0.491824861714885,14.1542108283465,6.01168625237743e-28,3.355488981146e-25,52.8855106339804,0.656048351773627,0.223704877945509,-0.432343473828119,"1",166917009,"F","I","ILDR2","Body","island","Body-island","chr1:166916865-166917215",TRUE,NA,"","",""
"cg16657538",0.472288034239926,0.400287689367175,14.1428767306166,6.40139110558684e-28,3.55377147324841e-25,52.8229025588694,0.579683919427301,0.107395885187375,-0.472288034239926,"18",32847566,"R","I","ZNF397OS","5'UTR","island","5'UTR-island","chr18:32847284-32848130",TRUE,NA,"","",""
"cg09548780",0.451702103837431,0.403911902778897,14.1217773072214,7.19562025226865e-28,3.93555539481218e-25,52.7063217108038,0.575488670903193,0.123786567065762,-0.451702103837431,"2",218770270,"R","II","TNS1","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg03629497",-0.487327593458312,0.603019237146646,-14.1215776217848,7.2035907668067e-28,3.93555539481218e-25,52.7052181984974,0.41791030629814,0.905237899756452,0.487327593458312,"8",114440908,"R","II","CSMD3","Body","shelf","Body-shelf","chr8:114444826-114445085",NA,NA,"","",""
"cg08455089",-0.484050530796932,0.589959499386896,-14.1136740082039,7.52628031256889e-28,4.09557734776877e-25,52.6615379961712,0.406095344277983,0.890145875074916,0.484050530796932,"6",37292135,"F","II","TBC1D22B","Body","opensea","Body-opensea","",TRUE,TRUE,"","",""
"cg08344351",0.40284376177496,0.643799608333418,14.1120395642306,7.59479963395168e-28,4.12741837656393e-25,52.6525043704336,0.796817781410728,0.393974019635769,-0.40284376177496,"16",81507328,"R","II","CMIP","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg19852958",0.489902214736075,0.380335699232878,14.0911000313132,8.5300253786035e-28,4.58134557056217e-25,52.5367500439045,0.566422587000845,0.07652037226477,-0.489902214736075,"4",13545760,"F","I","NKX3-2","1stExon","island","1stExon-island","chr4:13543562-13546494",NA,NA,"","rs9684692",""
"cg26301389",0.405431021003943,0.294438946144843,14.0858531745542,8.78193711320406e-28,4.70439247063834e-25,52.5077392276725,0.448439876603705,0.0430088555997622,-0.405431021003943,"5",139048106,"F","I","CXXC5","5'UTR","island","5'UTR-island","chr5:139047905-139048235",NA,TRUE,"","",""
"cg21580456",-0.428377253817601,0.647746720896442,-14.0536046484908,1.05027327491136e-27,5.56120373181916e-25,52.3293783493623,0.485029779523865,0.913407033341466,0.428377253817601,"3",125775613,"F","II","SLC41A3","Body","opensea","Body-opensea","",TRUE,NA,"","",""
"cg00716257",0.477731043579794,0.629770239577532,14.0443249175799,1.10578799646849e-27,5.81781299198112e-25,52.2780369806264,0.811233969309392,0.333502925729598,-0.477731043579794,"14",75897417,"R","II","JDP2","5'UTR","shore","5'UTR-shore","chr14:75894308-75895469",TRUE,NA,"","",""
"cg02052265",-0.417196405611036,0.357117994923777,-14.01612706706,1.29319890283118e-27,6.73510071513518e-25,52.1219826595734,0.198648042404857,0.615844448015893,0.417196405611036,"1",247712110,"F","II","C1orf150","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg22115706",-0.46449212403389,0.660736137406153,-13.9756767205017,1.61903424171179e-27,8.31657363705504e-25,51.8979999288574,0.484301144556071,0.948793268589961,0.46449212403389,"7",130125719,"R","II","MEST","TSS1500","shore","TSS1500-shore","chr7:130126017-130126801",NA,NA,"","",""
"cg02482718",-0.418676445874958,0.499031556470938,-13.9729629698488,1.64363529534862e-27,8.42196683553656e-25,51.882968247883,0.339999418115334,0.758675863990292,0.418676445874958,"1",4726759,"R","I","AJAP1","Body","island","Body-island","chr1:4726576-4726867",NA,NA,"","",""
"cg08948808",-0.43550178402352,0.444523019590761,-13.9457547001077,1.91199086876641e-27,9.67680865692807e-25,51.7322247143359,0.279099861318261,0.714601645341781,0.435501784023521,"1",152942003,"R","II","SPRR4","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg24680586",0.416935252939142,0.289396594394216,13.9384012883328,1.99178111717536e-27,1.00436658556676e-24,51.6914733669834,0.447767349386604,0.0308320964474614,-0.416935252939142,"10",105036727,"R","I","INA","TSS200","island","TSS200-island","chr10:105036628-105038084",TRUE,NA,"","",""
"cg11145461",0.47145308590747,0.541906148685647,13.9262433952531,2.13109548384652e-27,1.06679174304915e-24,51.6240863467746,0.720985227828795,0.249532141921325,-0.47145308590747,"1",201475451,"F","II","CSRP1","5'UTR","shore","5'UTR-shore","chr1:201475885-201476516",NA,TRUE,"","",""
"cg01407062",-0.433010133606505,0.502943584576878,-13.9168499889916,2.24538984018481e-27,1.11992823055535e-24,51.5720133599772,0.338466867160453,0.771477000766958,0.433010133606505,"15",91538575,"F","II","PRC1","TSS1500","shore","TSS1500-shore","chr15:91537236-91538218",NA,NA,"","",""
"cg18805469",-0.43772157592693,0.5726142801295,-13.9131530450196,2.29204034408599e-27,1.14181532991417e-24,51.5515170558507,0.406347945087488,0.844069521014418,0.43772157592693,"1",152944810,"F","II","SPRR4","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg09334699",-0.42097142923137,0.553390962276076,-13.9052932187701,2.39447605297787e-27,1.18853896126157e-24,51.507937399966,0.393487086056408,0.814458515287778,0.42097142923137,"2",2193511,"R","II","MYT1L","5'UTR","island","5'UTR-island","chr2:2193510-2193716",NA,NA,"","",""
"cg20465207",-0.428110042633306,0.30720414811194,-13.9023814536689,2.43357927338388e-27,1.20649664935656e-24,51.4917914830553,0.144588705561304,0.57269874819461,0.428110042633306,"1",155948698,"F","II","ARHGEF2","TSS1500","shore","TSS1500-shore","chr1:155947678-155948490",TRUE,NA,"","",""
"cg06500727",-0.502501736056308,0.568940414351575,-13.8975590786115,2.49975438358703e-27,1.23485172203157e-24,51.4650495476938,0.378067661896078,0.880569397952386,0.502501736056308,"2",1417164,"F","I","TPO","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs2071402",""
"cg25053164",-0.471290380262642,0.585736982095692,-13.8945516238981,2.54193475264116e-27,1.25418635012461e-24,51.448371058362,0.406719705871898,0.87801008613454,0.471290380262642,"8",136245226,"R","II","LOC286094","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg09149672",-0.513426368456303,0.586161733479621,-13.8635155751329,3.02118874863007e-27,1.47827159694387e-24,51.2762096966899,0.391139314453584,0.904565682909886,0.513426368456303,"1",158261151,"F","II","CD1C","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg18372896",0.426286992105825,0.564373854038872,13.85250997165,3.21208248976487e-27,1.5661028338779e-24,51.2151407469049,0.726296820032557,0.300009827926732,-0.426286992105825,"14",75897376,"R","I","JDP2","5'UTR","shore","5'UTR-shore","chr14:75894308-75895469",TRUE,NA,"","",""
"cg10278102",-0.422747398736059,0.437052710703318,-13.8505092242884,3.2480632724973e-27,1.58177613542262e-24,51.2040377258745,0.276474241415978,0.699221640152036,0.422747398736058,"11",20410216,"F","II","PRMT3","5'UTR","shore","5'UTR-shore","chr11:20408755-20409781",NA,NA,"","",""
"cg07159802",-0.42776023024494,0.546155708762233,-13.8498772432923,3.25951238961996e-27,1.58547987026277e-24,51.2005305181846,0.383673140684698,0.811433370929638,0.42776023024494,"1",247921568,"F","II","OR1C1","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg27364741",0.419712711398632,0.417850764776319,13.8454533221992,3.34079836946773e-27,1.62310465516657e-24,51.1759788357218,0.577276523369598,0.157563811970966,-0.419712711398632,"2",63281069,"R","I","OTX1","Body","island","Body-island","chr2:63281034-63281347",NA,NA,"","",""
"cg25537993",0.458039812269589,0.426424091201508,13.8450486412998,3.34833477225189e-27,1.62485232375674e-24,51.1737328744267,0.600408205939569,0.14236839366998,-0.458039812269589,"19",58545182,"F","I","ZSCAN1","TSS1500","island","TSS1500-island","chr19:58545115-58545897",TRUE,NA,"","",""
"cg11085294",-0.466951390422764,0.560587838577008,-13.8350838376927,3.53938547866242e-27,1.70951904171447e-24,51.1184243690001,0.383218705780764,0.850170096203528,0.466951390422764,"1",177057631,"R","II","ASTN1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg22719037",-0.417535686139664,0.275224901643979,-13.8252123477736,3.73942445455552e-27,1.80191768509289e-24,51.0636256914931,0.116626075125812,0.534161761265476,0.417535686139664,"12",111842896,"R","II","SH2B3","TSS1500","shore","TSS1500-shore","chr12:111842938-111844392",NA,NA,"","",""
"cg01163404",-0.419788598056216,0.627111729179074,-13.7972875197162,4.36885684312837e-27,2.08091274770258e-24,50.9085657314061,0.467657145421287,0.887445743477503,0.419788598056216,"12",129822259,"R","II","TMEM132D","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg03969260",-0.414015278697834,0.50526438863725,-13.7493104208084,5.70837372533878e-27,2.66056011593386e-24,50.6420113597861,0.348002771147374,0.762018049845209,0.414015278697834,"1",153122203,"R","II","SPRR2G","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg24254317",-0.500698184113411,0.537374023615166,-13.7338270990001,6.22318309372773e-27,2.88097057876982e-24,50.5559482309798,0.347186341277514,0.847884525390925,0.50069818411341,"7",157834846,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg17152436",0.422174365146753,0.667536358597267,13.7305519453821,6.33790911334841e-27,2.92096881450622e-24,50.5377410060403,0.827897163963088,0.405722798816335,-0.422174365146753,"11",1318418,"R","I","TOLLIP","Body","shore","Body-shore","chr11:1315467-1317115",NA,NA,"","",""
"cg05353872",-0.403069136080617,0.431340760862736,-13.7160226699481,6.87297840778637e-27,3.15347386721038e-24,50.4569594989979,0.278236980491029,0.681306116571646,0.403069136080617,"1",248366399,"R","I","OR2M3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg26476852",0.411344068221234,0.367601596496628,13.7070403895059,7.22619068856437e-27,3.31185151267747e-24,50.4070103322206,0.523848568146554,0.11250449992532,-0.411344068221234,"7",27204728,"R","I","HOXA9","1stExon","island","1stExon-island","chr7:27203915-27206462",TRUE,NA,"","",""
"cg12781700",0.442490246100346,0.333319100150291,13.6518260511096,9.83464205797436e-27,4.40754115246796e-24,50.099830231741,0.501396790529493,0.0589065444291464,-0.442490246100346,"17",42733729,"R","I","C17orf104","TSS200","island","TSS200-island","chr17:42733486-42734626",TRUE,TRUE,"","",""
"cg24311564",-0.453385018833933,0.625226068838014,-13.6302819175789,1.10921114028471e-26,4.91966150920192e-24,49.9799060295718,0.453010053932102,0.906395072766035,0.453385018833933,"7",154542313,"R","I","DPP6","Body","island","Body-island","chr7:154542059-154542348",NA,NA,"","",""
"cg10357555",-0.503317117188271,0.611493301750276,-13.6161634407734,1.20023855273082e-26,5.27799145489297e-24,49.9012966098008,0.420310830880312,0.923627948068583,0.503317117188271,"8",85618021,"F","II","RALYL","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg04902327",-0.406518008936142,0.539834152731873,-13.6109032763154,1.23603626285142e-26,5.42962165854332e-24,49.8720048798519,0.385420335384036,0.791938344320177,0.406518008936141,"1",248019234,"R","II","TRIM58","TSS1500","shore","TSS1500-shore","chr1:248020330-248021252",NA,NA,"","","rs12047661"
"cg23094620",0.434121309773663,0.642514045820814,13.6021224923817,1.29819419463821e-26,5.68450572822252e-24,49.8231034471207,0.807412837905383,0.373291528131721,-0.434121309773663,"17",1915536,"F","II","RTN4RL1","Body","opensea","Body-opensea","",TRUE,TRUE,"","rs10852909",""
"cg06365535",0.402265381800857,0.432465500048521,13.5997397406423,1.31559549537774e-26,5.74483094187067e-24,49.8098325312559,0.585263978406987,0.182998596606129,-0.402265381800857,"17",59534102,"F","I","TBX4","Body","island","Body-island","chr17:59531723-59535254",NA,NA,"","",""
"cg20785459",-0.459745963573787,0.606700989676052,-13.5642746748354,1.60404222865326e-26,6.90643990101384e-24,49.612255276096,0.432068801961977,0.891814765535765,0.459745963573787,"11",5265155,"F","II","HBBP1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs11603994",""
"cg25188398",-0.401491182291876,0.467566133375615,-13.5469099348825,1.76760543924823e-26,7.53197107710542e-24,49.515480365629,0.315061730799631,0.716552913091508,0.401491182291876,"8",136245867,"R","II","LOC286094","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","","rs7460128"
"cg13707793",0.401109016264072,0.697561434846503,13.5358976368331,1.87989472416969e-26,7.97758082016704e-24,49.4540961198218,0.849920673582468,0.448811657318397,-0.401109016264071,"5",139045301,"R","I","CXXC5","5'UTR","shelf","5'UTR-shelf","chr5:139047905-139048235",NA,NA,"","",""
"cg22888848",-0.481709144287218,0.556952172334854,-13.5314574606438,1.9271681372396e-26,8.16139877224568e-24,49.4293432812036,0.373977381093973,0.855686525381191,0.481709144287218,"2",222320536,"R","II","EPHA4","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg09597390",-0.419181740856869,0.603249425379659,-13.503094690588,2.25857299660607e-26,9.48694957447116e-24,49.2711928754852,0.444025353271235,0.863207094128105,0.419181740856869,"11",7436013,"F","II","SYT9","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg23933606",0.401527312057866,0.689509535244465,13.4855042882516,2.4922294035756e-26,1.04048307349824e-23,49.1730785574571,0.842027661530011,0.440500349472145,-0.401527312057866,"19",4944005,"R","I","UHRF1","Body","shore","Body-shore","chr19:4944132-4944498",NA,NA,"","",""
"cg04574507",-0.435331154531441,0.487551404863619,-13.4794771944026,2.577741613141e-26,1.07349172125918e-23,49.1394557837728,0.322193059343925,0.757524213875366,0.435331154531441,"1",158301038,"F","II","CD1B","Body","opensea","Body-opensea","",NA,NA,"","rs3181084",""
"cg19464917",0.420985387797845,0.352773756360108,13.4793829858013,2.57910133016515e-26,1.07349172125918e-23,49.1389302096573,0.512682934670918,0.0916975468730725,-0.420985387797845,"15",76627666,"F","I","ISL2","TSS1500","island","TSS1500-island","chr15:76627523-76627838",NA,NA,"","",""
"cg21472506",0.482041905354962,0.440710806768376,13.4759430382951,2.6292457832133e-26,1.09106029165554e-23,49.1197388603373,0.623811995624137,0.141770090269175,-0.482041905354962,"2",63283967,"F","I","OTX1","3'UTR","island","3'UTR-island","chr2:63283936-63284147",NA,TRUE,"","",""
"cg06438942",-0.418142003716334,0.358523519794508,-13.4744755955866,2.65093313390486e-26,1.09895432161428e-23,49.11155177871,0.199694386599932,0.617836390316266,0.418142003716334,"6",31805329,"F","II","C6orf48","Body","shelf","Body-shelf","chr6:31802598-31802823",NA,NA,"","",""
"cg21759048",-0.409064509685806,0.562562722908821,-13.4669420127571,2.76512800439837e-26,1.14284846130485e-23,49.0695182672383,0.40718163008243,0.816246139768235,0.409064509685805,"2",1500255,"R","II","TPO","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg04276626",-0.423757936627181,0.300399366269349,-13.4538561791031,2.97533186718676e-26,1.21873670696034e-23,48.9964960134647,0.139437049255924,0.563194985883105,0.423757936627181,"17",57918500,"F","II","MIR21","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg11940285",0.437232415957659,0.354182517288612,13.4485792299485,3.06456410391254e-26,1.25155887737223e-23,48.9670457089812,0.520263047381056,0.0830306314233965,-0.43723241595766,"3",129693385,"F","I","TRH","5'UTR","island","5'UTR-island","chr3:129693127-129694841",NA,NA,"","rs9860093",""
"cg04474366",-0.40085374539049,0.393111954017017,-13.4066704950764,3.87544241521364e-26,1.555006189562e-23,48.7330829050338,0.240849678636133,0.641703424026623,0.40085374539049,"3",186505347,"F","II","SNORA4","TSS200","shelf","TSS200-shelf","chr3:186500738-186502048",NA,NA,"","",""
"cg10276834",-0.412716569811508,0.377751653555837,-13.360633748977,5.01628325028976e-26,1.96311340736506e-23,48.4759269716731,0.220983344092551,0.633699913904059,0.412716569811508,"7",136575360,"R","II","CHRM2","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
"cg19099050",0.407610802606598,0.387796787819515,13.3563761377155,5.13746888343392e-26,2.00673134707169e-23,48.452136711687,0.54262569733675,0.135014894730152,-0.407610802606598,"3",9594382,"R","I","LHFPL4","5'UTR","shore","5'UTR-shore","chr3:9595185-9595533",NA,NA,"high-CpG:9569371-9569402","",""
"cg08668790",0.474483808552469,0.406100565013906,13.3449601617082,5.47708675971987e-26,2.12497065248151e-23,48.3883412282483,0.586330848882674,0.111847040330204,-0.474483808552469,"19",58220662,"F","II","ZNF154","TSS200","shore","TSS200-shore","chr19:58220189-58220517",TRUE,NA,"","",""
"cg08304190",0.484709180453991,0.432302269874565,13.332347295601,5.87854116891928e-26,2.26192774244123e-23,48.3178463692876,0.616416609736933,0.131707429282942,-0.484709180453991,"20",26188997,"F","I","MIR663","TSS200","island","TSS200-island","chr20:26188638-26190348",NA,NA,"","rs77517568",""
"cg26477573",0.406063336707213,0.285816743670733,13.315340589347,6.46694495922556e-26,2.47448230401328e-23,48.2227758690734,0.440057856063396,0.0339945193561827,-0.406063336707213,"19",15342915,"F","I","EPHX3","1stExon","island","1stExon-island","chr19:15342626-15343181",NA,NA,"","",""
"cg14625175",0.400672488695555,0.364597578465677,13.2897897918165,7.46379978189604e-26,2.83748903026384e-23,48.0799039323786,0.516791004404299,0.116118515708743,-0.400672488695556,"7",27214056,"F","I","HOXA10","TSS200","island","TSS200-island","chr7:27212416-27214396",TRUE,NA,"","",""
"cg23291048",-0.453451460631027,0.609032928824596,-13.2754240762625,8.090485582398e-26,3.05881904996619e-23,47.9995552760206,0.436791676336842,0.890243136967869,0.453451460631027,"8",644521,"R","II","ERICH1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg27104173",-0.520827050904615,0.640347591369877,-13.2676917406607,8.44936054240834e-26,3.17992763311417e-23,47.9563017042995,0.442514060406108,0.963341111310723,0.520827050904615,"7",157744316,"F","I","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg00608661",-0.434112324471104,0.589763017049155,-13.2385376455037,9.95199158768233e-26,3.70153962315491e-23,47.7931805678825,0.424867637986487,0.858979962457592,0.434112324471105,"12",105065028,"R","II","CHST11","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg25034557",-0.407644128445126,0.319902419484857,-13.2363591843909,1.00744831905077e-25,3.73604819470648e-23,47.78098942309,0.165060851315778,0.572704979760904,0.407644128445126,"11",65838645,"F","II","PACS1","Body","island","Body-island","chr11:65837254-65838649",NA,NA,"","",""
"cg08393822",-0.453480503329241,0.515465180265171,-13.231313141028,1.03640500517855e-25,3.82035185827574e-23,47.7527494072113,0.343212896054839,0.79669339938408,0.453480503329241,"2",210737704,"R","II","UNC80","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg12840719",0.496036557762427,0.35905961554092,13.2308779946918,1.03894082163194e-25,3.8262799022104e-23,47.7503140430917,0.547476602597965,0.0514400448355386,-0.496036557762427,"9",21968233,"R","II","CDKN2A","Body","shore","Body-shore","chr9:21968358-21968728",NA,TRUE,"","","rs72549205"
"cg06382344",0.410777548960301,0.293304395490585,13.2256322557322,1.07000417077596e-25,3.92665827727614e-23,47.7209544269705,0.4493361776538,0.0385586286934993,-0.410777548960301,"2",162280519,"F","I","TBR1","Body","island","Body-island","chr2:162279835-162280709",TRUE,TRUE,"","",""
"cg26711345",-0.420342090808668,0.523016531375837,-13.2210921714077,1.09763937935979e-25,4.02091819571674e-23,47.6955427317743,0.363351706184947,0.783693796993615,0.420342090808668,"8",89331837,"F","II","MMP16","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg09210956",-0.49858869546188,0.586319056742589,-13.2153353917782,1.13371154441239e-25,4.1420236629829e-23,47.6633189395969,0.396932653040014,0.895521348501894,0.49858869546188,"2",1358730,"R","I","SNTG2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg12127472",0.414131891901613,0.366304971461689,13.2120469016452,1.15484807052637e-25,4.2043502822488e-23,47.6449104758151,0.523610883889433,0.10947899198782,-0.414131891901613,"17",42733724,"R","I","C17orf104","TSS200","island","TSS200-island","chr17:42733486-42734626",TRUE,TRUE,"","",""
"cg10976626",-0.472267911133181,0.608936026024408,-13.2004756925779,1.23241076692051e-25,4.46309065452272e-23,47.5801307651742,0.429547439624983,0.901815350758163,0.472267911133181,"1",158322841,"F","II","CD1E","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg08194377",0.46533691872594,0.586114925567494,13.1731473834862,1.43696213990269e-25,5.12733201063322e-23,47.4271012397132,0.762870809424634,0.297533890698694,-0.46533691872594,"6",34984836,"R","II","ANKS1A","Body","opensea","Body-opensea","",NA,NA,"low-CpG:35092779-35093041","",""
"cg16316042",0.407923443018962,0.590332207071254,13.149442829407,1.64176225950993e-25,5.76336798778652e-23,47.2943228983218,0.745279871473806,0.337356428454844,-0.407923443018962,"12",7188426,"R","II","C1R","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg23520574",-0.442291495801658,0.566120051757929,-13.1478205461842,1.65680357086315e-25,5.80628711735943e-23,47.2852344936345,0.39811785567823,0.840409351479888,0.442291495801658,"11",4928572,"R","II","OR51A7","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg22946562",-0.496862492576259,0.606502598374134,-13.12912317414,1.84045723516887e-25,6.39556563453825e-23,47.1804748976737,0.417771884139741,0.914634376716001,0.496862492576259,"2",1880012,"R","II","MYT1L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg13782274",-0.523072215090316,0.564368659547908,-13.1257676308803,1.87551395117648e-25,6.50643114456418e-23,47.1616716604424,0.365682314281044,0.88875452937136,0.523072215090317,"20",62097681,"F","I","KCNQ2","Body","island","Body-island","chr20:62097193-62098254",NA,NA,"","",""
"cg07639783",-0.462037481013831,0.530677948727964,-13.0975326017548,2.19829612242993e-25,7.50004452337486e-23,47.0034235771296,0.355175339660695,0.817212820674526,0.462037481013831,"7",1610747,"F","I","PSMG3","TSS1500","shore","TSS1500-shore","chr7:1609568-1610037",TRUE,NA,"","",""
"cg23498518",-0.480381118702136,0.616596264468903,-13.0693888262875,2.57544592621416e-25,8.70756156631757e-23,46.8456352278256,0.434125917054914,0.91450703575705,0.480381118702136,"7",53104336,"F","I","POM121L12","3'UTR","shore","3'UTR-shore","chr7:53103275-53103801",NA,NA,"","",""
"cg23864180",-0.517818885884364,0.570450523961241,-13.0553568038125,2.78706271722543e-25,9.3845748299091e-23,46.7669454560803,0.373759629322994,0.891578515207358,0.517818885884364,"10",1256353,"R","I","ADARB2","Body","shelf","Body-shelf","chr10:1252141-1252505",NA,NA,"","",""
"cg10818986",-0.430918975707268,0.581152739592354,-13.0374810565851,3.08207596678935e-25,1.02441400230237e-22,46.6666823154325,0.417470337967113,0.848389313674381,0.430918975707268,"1",248083146,"R","II","OR2T8","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg18765906",0.4638669242015,0.481473388739322,13.0047819324487,3.70508990406756e-25,1.21195811952394e-22,46.4832240007486,0.657670902583303,0.193803978381803,-0.463866924201499,"1",236175393,"R","II","NID1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg21163617",-0.404844289465599,0.475135868331444,-12.9798861867063,4.26278800591564e-25,1.37907377213184e-22,46.3435015283904,0.321357804891023,0.726202094356622,0.404844289465599,"7",157384658,"R","II","PTPRN2","Body","shelf","Body-shelf","chr7:157387053-157387322",NA,NA,"","",""
"cg21051519",0.413265603821177,0.356120775052045,12.9722106611361,4.45114326009358e-25,1.4332646550091e-22,46.3004163837486,0.513097632317454,0.0998320284962764,-0.413265603821177,"5",137225191,"R","I","PKD2L2","1stExon","island","1stExon-island","chr5:137224986-137225477",TRUE,NA,"","",""
"cg17610800",0.45786883262227,0.518831293208489,12.9709090174231,4.48390238778062e-25,1.44156238566963e-22,46.2931094859943,0.692750462189041,0.234881629566772,-0.45786883262227,"7",27281561,"F","II","EVX1","TSS1500","shore","TSS1500-shore","chr7:27282086-27283136",NA,NA,"","",""
"cg18756179",0.499852738663045,0.412694902683627,12.9684925629973,4.54536043623213e-25,1.46018288013821e-22,46.2795442175628,0.602561446826954,0.102708708163909,-0.499852738663045,"19",50554510,"F","II","FLJ26850","Body","shore","Body-shore","chr19:50554012-50554492",TRUE,NA,"","",""
"cg22506490",-0.492267113277672,0.572227999547753,-12.9582279283868,4.81597178474646e-25,1.54111470732661e-22,46.2219175517668,0.385242816984916,0.877509930262588,0.492267113277672,"1",177002228,"R","II","ASTN1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg07392358",-0.407718096015519,0.600134705191148,-12.9486322327203,5.08353029217853e-25,1.61919664745027e-22,46.1680405249143,0.44526504081316,0.852983136828679,0.407718096015519,"5",1410090,"R","I","SLC6A3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08188318",0.467761838610597,0.440837715441549,12.9378958219949,5.40059161143222e-25,1.7122532117411e-22,46.1077520465799,0.618514692898288,0.150752854287691,-0.467761838610597,"6",34984953,"R","II","ANKS1A","Body","opensea","Body-opensea","",NA,NA,"low-CpG:35092779-35093041","",""
